1.000000000000000048e-04 -9.070945891815596074e-02 -7.787828784617669697e-01 -1.096342625720201913e-01 6.821990103325201726e-01 1.562482740459121000e-01 3.446532682787921686e-01
1.000000000000000048e-04 -1.726108782623651527e-01 -7.847876356615884896e-01 3.456117878390792542e-01 7.408470296313868220e-02 -6.756606696417723212e-02 2.061854241301249446e-01
1.000000000000000048e-04 -1.233574806810334296e-01 7.114174655054296414e-02 -1.241115500511083825e-01 -2.205045436081491672e-01 5.678700245650256107e-02 -3.579415773837199555e-01
1.000000000000000048e-04 4.676784835715178806e-02 2.428308102308629479e-01 -3.062579503003300951e-01 -2.445956723540035002e-02 4.275655352927913988e-01 4.139955018316774926e-01
1.000000000000000048e-04 1.672169494944904800e-01 -1.057092723211574103e+00 2.559822736043853575e-01 3.990976276419265778e-01 -2.416467766161219388e-01 -4.351743698552546502e-01
1.000000000000000048e-04 -1.178076168393386691e+00 8.272283278400575091e-01 -7.893875287545981667e-01 -4.229209073944926178e-01 2.833269332294740539e-01 -5.000165289641347877e-02
1.000000000000000048e-04 3.949478320029144174e-02 -3.823137739266687651e-01 3.768493412286998967e-01 1.609846142415272963e-01 -9.888822269827966804e-02 -1.294971188240103821e-01
1.000000000000000048e-04 1.417526319596429163e+00 -7.688988713090701976e-01 -1.362054981951551058e+00 5.116762473717635373e-01 -1.867010158279681642e-01 3.681828748196867007e-01
1.000000000000000048e-04 1.076102260914146402e+00 4.859648865122532246e-01 1.827389492250542924e-01 -3.860042053071188750e-01 -4.958407275578225609e-02 5.435332618331283339e-01
1.000000000000000048e-04 -3.342136045193943583e-01 6.494535126437722683e-02 2.351885917773302304e-01 1.221896715734441946e-01 -8.273469714161096888e-01 -2.880736879146950646e-01
1.000000000000000048e-04 -6.947135318614734434e-01 8.613285766014790179e-02 4.792617503908091492e-01 -4.864979739898738637e-02 -4.506437697675900189e-01 -5.733091411470256915e-01
1.000000000000000048e-04 5.864275667767526734e-01 2.631963252358405017e-02 2.306498025854102421e-02 -2.270031146576221848e-01 4.863942556173145859e-01 9.062933632733147227e-02
1.000000000000000048e-04 3.710305095697942757e-01 -6.954354982568317078e-02 -1.468216153658912504e-01 3.556962922262938975e-01 3.745442452996617377e-01 2.592526686816383139e-02
1.000000000000000048e-04 2.400605600749857946e-02 4.158842599176936217e-01 1.347036773344528315e+00 -1.597919258731421155e-01 8.525141571310712596e-01 -7.528335885020551177e-02
1.000000000000000048e-04 8.932880894990290477e-01 -3.169647159867987618e+00 -1.949226344834146030e+00 1.215529128911459478e-01 1.935616191650861295e-01 -2.086782298047951470e-02
1.000000000000000048e-04 1.220430300842593602e-01 4.416314171917120612e-01 2.976445182709706525e-02 -7.435976240198234333e-01 1.437197371580624106e-01 -2.499986114259535319e-01
1.000000000000000048e-04 1.016099216255818977e-01 1.219487254672001336e-01 -2.383155333977942936e-01 -6.228169113831628634e-01 -6.053379218388431626e-01 -1.828956281075404255e-01
1.000000000000000048e-04 3.484875940233155278e-01 4.069431446327323454e-01 -7.615464291913208728e-01 -4.565133436343083440e-01 -7.467627124730985555e-02 -3.959457301092658699e-01
1.000000000000000048e-04 -7.084349171629890085e-01 2.956609322224073022e-01 9.433325019804633671e-01 2.899478892516701434e-01 -3.649492472494599293e-01 5.971671710627130675e-02
1.000000000000000048e-04 -2.547714316452908689e-01 3.940859968459669571e-01 -1.880504828210080859e-01 -4.159922454249634360e-01 -8.058046899109191363e-01 -5.614798221158077141e-01
